Time        Speed       Wheel       Brake       Acceleration 
21.62        18.62        0.00        0.00        -100.00        
21.64        18.10        0.00        0.00        -100.00        
21.66        18.54        0.00        0.00        -100.00        
21.68        18.02        0.00        0.00        -100.00        
21.70        18.47        0.00        0.00        -100.00        
21.72        17.94        0.00        0.00        -100.00        
21.74        18.39        0.00        0.00        -100.00        
21.76        17.86        0.00        0.00        -100.00        
21.78        18.32        0.00        0.00        -100.00        
21.80        17.78        0.00        0.00        -100.00        
21.82        18.24        0.00        0.00        -100.00        
21.84        17.71        0.00        0.00        -100.00        
21.86        18.17        0.00        0.00        -100.00        
21.88        17.63        0.00        0.00        -100.00        
21.90        18.09        0.00        0.00        -100.00        
21.92        17.55        0.00        0.00        -100.00        
21.94        18.02        0.00        0.00        -100.00        
21.96        17.48        0.00        0.00        -100.00        
21.98        17.94        0.00        0.00        -100.00        
22.00        17.40        0.00        0.00        -100.00        
22.02        17.87        0.00        0.00        -100.00        
22.04        17.32        0.00        0.00        -100.00        
22.06        17.80        0.00        0.00        -100.00        
22.08        17.25        0.00        0.00        -100.00        
22.10        17.72        0.00        0.00        -100.00        
22.12        17.17        0.00        0.00        -100.00        
22.14        17.65        0.00        0.00        -100.00        
22.16        17.10        0.00        0.00        -100.00        
22.18        17.58        0.00        0.00        -100.00        
22.20        17.02        0.00        0.00        -100.00        
22.22        17.51        0.00        0.00        -100.00        
22.24        16.95        0.00        0.00        -100.00        
22.26        17.43        0.00        0.00        -100.00        
22.28        16.88        0.00        0.00        -100.00        
22.30        17.36        0.00        0.00        -100.00        
22.32        16.80        0.00        0.00        -100.00        
22.34        17.29        0.00        0.00        -100.00        
22.36        16.73        0.00        0.00        -100.00        
22.38        17.22        0.00        0.00        -100.00        
22.40        16.66        0.00        0.00        -100.00        
22.42        17.15        0.00        0.00        -100.00        
22.44        16.58        0.00        0.00        -100.00        
22.46        17.08        0.00        0.00        -100.00        
22.48        16.51        0.00        0.00        -100.00        
22.50        17.01        0.00        0.00        -100.00        
22.52        16.44        0.00        0.00        -100.00        
22.54        16.94        0.00        0.00        -100.00        
22.56        16.37        0.00        0.00        -100.00        
22.58        16.87        0.00        0.00        -100.00        
22.60        16.30        0.00        0.00        -100.00        
22.62        16.80        0.00        0.00        -100.00        
22.64        16.23        0.00        0.00        -100.00        
22.66        16.73        0.00        0.00        -100.00        
22.68        16.16        0.00        0.00        -100.00        
22.70        16.66        0.00        0.00        -100.00        
22.72        16.09        0.00        0.00        -100.00        
22.74        16.59        0.00        0.00        -100.00        
22.76        16.02        0.00        0.00        -100.00        
22.78        16.52        0.00        0.00        -100.00        
22.80        15.95        0.00        0.00        -100.00        
22.82        16.45        0.00        0.00        -100.00        
22.84        15.88        0.00        0.00        -100.00        
22.86        16.39        0.00        0.00        -100.00        
22.88        15.81        0.00        0.00        -100.00        
22.90        16.32        0.00        0.00        -100.00        
22.92        15.74        0.00        0.00        -100.00        
22.94        16.25        0.00        0.00        -100.00        
22.96        15.67        0.00        0.00        -100.00        
22.98        16.19        0.00        0.00        -100.00        
23.00        15.61        0.00        0.00        -100.00        
23.02        16.12        0.00        0.00        -100.00        
23.04        15.54        0.00        0.00        -100.00        
23.06        16.05        0.00        0.00        -100.00        
23.08        15.47        0.00        0.00        -100.00        
23.10        15.99        0.00        0.00        -100.00        
23.12        15.41        0.00        0.00        -100.00        
23.14        15.92        0.00        0.00        -100.00        
23.16        15.34        0.00        0.00        -100.00        
23.18        15.85        0.00        0.00        -100.00        
23.20        15.27        0.00        0.00        -100.00        
23.22        15.79        0.00        0.00        -100.00        
23.24        15.21        0.00        0.00        -100.00        
23.26        15.73        0.00        0.00        -100.00        
23.28        15.14        0.00        0.00        -100.00        
23.30        15.66        0.00        0.00        -100.00        
23.32        15.08        0.00        0.00        -100.00        
23.34        15.60        0.00        0.00        -100.00        
23.36        15.02        0.00        0.00        -100.00        
23.38        15.53        0.00        0.00        -100.00        
23.40        14.95        0.00        0.00        -100.00        
23.42        15.47        0.00        0.00        -100.00        
23.44        14.89        0.00        0.00        -100.00        
23.46        15.41        0.00        0.00        -100.00        
23.48        14.83        0.00        0.00        -100.00        
23.50        15.35        0.00        0.00        -100.00        
23.52        14.77        0.00        0.00        -100.00        
23.54        15.28        0.00        0.00        -100.00        
23.56        14.71        0.00        0.00        -100.00        
23.58        15.22        0.00        0.00        -100.00        
23.60        14.65        0.00        0.00        -100.00        
23.62        15.16        0.00        0.00        -100.00        
23.64        14.59        0.00        0.00        -100.00        
23.66        15.10        0.00        0.00        -100.00        
23.68        14.53        0.00        0.00        -100.00        
23.70        15.04        0.00        0.00        -100.00        
23.72        14.47        0.00        0.00        -100.00        
23.74        14.98        0.00        0.00        -100.00        
23.76        14.41        0.00        0.00        -100.00        
23.78        14.92        0.00        0.00        -100.00        
23.80        14.35        0.00        0.00        -100.00        
23.82        14.86        0.00        0.00        -100.00        
23.84        14.29        0.00        0.00        -100.00        
23.86        14.80        0.00        0.00        -100.00        
23.88        14.23        0.00        0.00        -100.00        
23.90        14.73        0.00        0.00        -100.00        
23.92        14.18        0.00        0.00        -100.00        
23.94        14.67        0.00        0.00        -100.00        
23.96        14.12        0.00        0.00        -100.00        
23.98        14.61        0.00        0.00        -100.00        
24.00        14.06        0.00        0.00        -100.00        
24.02        14.55        0.00        0.00        -100.00        
24.04        14.00        0.00        0.00        -100.00        
24.06        14.49        0.00        0.00        -100.00        
24.08        13.94        0.00        0.00        -100.00        
24.10        14.43        0.00        0.00        -100.00        
24.12        13.88        0.00        0.00        -100.00        
24.14        14.38        0.00        0.00        -100.00        
24.16        13.82        0.00        0.00        -100.00        
24.18        14.32        0.00        0.00        -100.00        
24.20        13.77        0.00        0.00        -100.00        
24.22        14.26        0.00        0.00        -100.00        
24.24        13.71        0.00        0.00        -100.00        
24.26        14.20        0.00        0.00        -100.00        
24.28        13.65        0.00        0.00        -100.00        
24.30        14.14        0.00        0.00        -100.00        
24.32        13.59        0.00        0.00        -100.00        
24.34        14.08        0.00        0.00        -100.00        
24.36        13.54        0.00        0.00        -100.00        
24.38        14.02        0.00        0.00        -100.00        
24.40        13.48        0.00        0.00        -100.00        
24.42        13.97        0.00        0.00        -100.00        
24.44        13.42        0.00        0.00        -100.00        
24.46        13.91        0.00        0.00        -100.00        
24.48        13.37        0.00        0.00        -100.00        
24.50        13.85        0.00        0.00        -100.00        
24.52        13.31        0.00        0.00        -100.00        
24.54        13.79        0.00        0.00        -100.00        
24.56        13.26        0.00        0.00        -100.00        
24.58        13.74        0.00        0.00        -100.00        
24.60        13.20        0.00        0.00        -100.00        
24.62        13.68        0.00        0.00        -100.00        
24.64        13.14        0.00        0.00        -100.00        
24.66        13.62        0.00        0.00        -100.00        
24.68        13.09        0.00        0.00        -100.00        
24.70        13.57        0.00        0.00        -100.00        
24.72        13.03        0.00        0.00        -100.00        
24.74        13.51        0.00        0.00        -100.00        
24.76        12.98        0.00        0.00        -100.00        
24.78        13.45        0.00        0.00        -100.00        
24.80        12.92        0.00        0.00        -100.00        
24.82        13.40        0.00        0.00        -100.00        
24.84        12.87        0.00        0.00        -100.00        
24.86        13.34        0.00        0.00        -100.00        
24.88        12.82        0.00        0.00        -100.00        
24.90        13.29        0.00        0.00        -100.00        
24.92        12.76        0.00        0.00        -100.00        
24.94        13.23        0.00        0.00        -100.00        
24.96        12.71        0.00        0.00        -100.00        
24.98        13.18        0.00        0.00        -100.00        
25.00        12.65        0.00        0.00        -100.00        
25.02        13.12        0.00        0.00        -100.00        
25.04        12.60        0.00        0.00        -100.00        
25.06        13.06        0.00        0.00        -100.00        
25.08        12.53        0.00        0.00        -100.00        
25.10        13.02        0.00        0.00        -100.00        
25.12        12.52        0.00        0.00        -100.00        
25.14        12.93        0.00        0.00        -100.00        
25.16        12.37        0.00        0.00        -100.00        
25.18        12.90        0.00        0.00        -100.00        
25.20        12.37        0.00        0.00        -100.00        
25.22        12.86        0.00        0.00        -100.00        
25.24        12.36        0.00        0.00        -100.00        
25.26        12.76        0.00        0.00        -100.00        
