Time        Speed       Wheel       Brake       Acceleration 
61.16        0.00        0.00        0.00        0.00        
61.18        0.00        0.00        0.00        0.00        
61.20        0.00        0.00        0.00        0.00        
61.22        0.00        0.00        0.00        0.00        
61.24        0.00        0.00        0.00        0.00        
61.26        0.00        0.00        0.00        0.00        
61.28        0.00        0.00        0.00        0.00        
61.30        0.00        0.00        0.00        0.00        
61.32        0.00        0.00        0.00        0.00        
61.34        0.00        0.00        0.00        0.00        
61.36        0.00        0.00        0.00        0.00        
61.38        0.00        0.00        0.00        0.00        
61.40        0.00        0.00        0.00        0.00        
61.42        0.00        0.00        0.00        0.00        
61.44        0.00        0.00        0.00        0.00        
61.46        0.00        0.00        0.00        0.00        
61.48        0.00        0.00        0.00        0.00        
61.50        0.00        0.00        0.00        0.00        
61.52        0.00        0.00        0.00        0.00        
61.54        0.00        0.00        0.00        0.00        
61.56        0.00        0.00        0.00        0.00        
61.58        0.00        0.00        0.00        0.00        
61.60        0.00        0.00        0.00        0.00        
61.62        0.00        0.00        0.00        0.00        
61.64        0.00        0.00        0.00        0.00        
61.66        0.00        0.00        0.00        0.00        
61.68        0.00        0.00        0.00        0.00        
61.70        0.00        0.00        0.00        0.00        
61.72        0.00        0.00        0.00        0.00        
61.74        0.00        0.00        0.00        0.00        
61.76        0.00        0.00        0.00        0.00        
61.78        0.00        0.00        0.00        0.00        
61.80        0.00        0.00        0.00        0.00        
61.82        0.00        0.00        0.00        0.00        
61.84        0.00        0.00        0.00        0.00        
61.86        0.00        0.00        0.00        0.00        
61.88        0.00        0.00        0.00        0.00        
61.90        0.00        0.00        0.00        0.00        
61.92        0.00        0.00        0.00        0.00        
61.94        0.00        0.00        0.00        0.00        
61.96        0.00        0.00        0.00        0.00        
61.98        0.00        0.00        0.00        0.00        
62.00        0.00        0.00        0.00        0.00        
62.02        0.00        0.00        0.00        0.00        
62.04        0.00        0.00        0.00        0.00        
62.06        0.00        0.00        0.00        0.00        
62.08        0.00        0.00        0.00        0.00        
62.10        0.00        0.00        0.00        0.00        
