Time        Speed       Wheel       Brake       Acceleration 
6.42        28.45        -1.75        0.00        -100.00        
6.44        28.54        -1.75        0.00        -100.00        
6.46        28.62        -1.75        0.00        -100.00        
6.48        28.70        -1.75        0.00        -100.00        
6.50        28.78        -1.75        0.00        -100.00        
6.52        28.86        -1.75        0.00        -100.00        
6.54        28.95        -1.75        0.00        -100.00        
6.56        29.03        -1.75        0.00        -100.00        
6.58        29.11        -1.75        0.00        -100.00        
6.60        29.19        -1.75        0.00        -100.00        
6.62        29.27        -1.75        0.00        -100.00        
6.64        29.36        -1.75        0.00        -100.00        
6.66        29.44        -1.75        0.00        -100.00        
6.68        29.52        -1.75        0.00        -100.00        
6.70        29.60        -1.75        0.00        -100.00        
6.72        29.68        -1.75        0.00        -100.00        
6.74        29.76        -1.75        0.00        -100.00        
6.76        29.84        -1.75        0.00        -100.00        
6.78        29.92        -1.75        0.00        -100.00        
6.80        30.00        -1.75        0.00        -100.00        
6.82        30.08        -1.75        0.00        -100.00        
6.84        30.16        -1.75        0.00        -100.00        
6.86        30.24        -1.75        0.00        -100.00        
6.88        30.32        -1.75        0.00        -100.00        
6.90        30.40        -1.75        0.00        -100.00        
6.92        30.48        -1.75        0.00        -100.00        
6.94        30.56        -1.75        0.00        -100.00        
6.96        30.64        -1.75        0.00        -100.00        
6.98        30.72        -1.75        0.00        -100.00        
7.00        30.79        -1.75        0.00        -100.00        
7.02        30.87        -1.75        0.00        -100.00        
7.04        30.95        -1.75        0.00        -100.00        
7.06        31.03        -1.75        0.00        -100.00        
7.08        31.11        -1.75        0.00        -100.00        
7.10        31.19        -1.75        0.00        -100.00        
7.12        31.26        -1.75        0.00        -100.00        
7.14        31.34        -1.75        0.00        -100.00        
7.16        31.42        -1.75        0.00        -100.00        
7.18        31.50        -1.75        0.00        -100.00        
7.20        31.57        -1.75        0.00        -100.00        
7.22        31.65        -1.75        0.00        -100.00        
7.24        31.73        -1.75        0.00        -100.00        
7.26        31.80        -1.75        0.00        -100.00        
7.28        31.88        -1.75        0.00        -100.00        
7.30        31.96        -1.75        0.00        -100.00        
7.32        32.03        -1.75        0.00        -100.00        
7.34        32.11        -1.75        0.00        -100.00        
7.36        32.19        -1.75        0.00        -100.00        
7.38        32.26        -1.75        0.00        -100.00        
7.40        32.34        -1.75        0.00        -100.00        
7.42        32.41        -1.75        0.00        -100.00        
7.44        32.49        -1.75        0.00        -100.00        
7.46        32.57        -1.75        0.00        -100.00        
7.48        32.64        -1.75        0.00        -100.00        
7.50        32.72        -1.75        0.00        -100.00        
7.52        32.79        -1.75        0.00        -100.00        
7.54        32.87        -1.75        0.00        -100.00        
7.56        32.94        -1.75        0.00        -100.00        
7.58        33.02        -1.75        0.00        -100.00        
7.60        33.09        -1.75        0.00        -100.00        
7.62        33.16        -1.75        0.00        -100.00        
7.64        33.24        -1.75        0.00        -100.00        
7.66        33.31        -1.75        0.00        -100.00        
7.68        33.39        -1.75        0.00        -100.00        
7.70        33.46        -1.75        0.00        -100.00        
7.72        33.53        -1.75        0.00        -100.00        
7.74        33.61        -1.75        0.00        -100.00        
7.76        33.68        -1.75        0.00        -100.00        
7.78        33.75        -1.75        0.00        -100.00        
7.80        33.83        -1.75        0.00        -100.00        
7.82        33.90        -1.75        0.00        -100.00        
7.84        33.97        -1.75        0.00        -100.00        
7.86        34.05        -1.75        0.00        -100.00        
7.88        34.12        -1.75        0.00        -100.00        
7.90        34.19        -1.75        0.00        -100.00        
7.92        34.26        -1.75        0.00        -100.00        
7.94        34.34        -1.75        0.00        -100.00        
7.96        34.41        -1.75        0.00        -100.00        
7.98        34.48        -1.75        0.00        -100.00        
8.00        34.55        -1.75        0.00        -100.00        
8.02        34.62        -1.75        0.00        -100.00        
8.04        34.70        -1.75        0.00        -100.00        
8.06        34.77        -1.75        0.00        -100.00        
8.08        34.84        -1.75        0.00        -100.00        
8.10        34.91        -1.75        0.00        -100.00        
8.12        34.98        -1.75        0.00        -100.00        
8.14        35.05        -1.75        0.00        -100.00        
8.16        35.12        -1.75        0.00        -100.00        
8.18        35.19        -1.75        0.00        -100.00        
8.20        35.26        -1.75        0.00        -100.00        
8.22        35.33        -1.75        0.00        -100.00        
8.24        35.40        -1.75        0.00        -100.00        
8.26        35.48        -1.75        0.00        -100.00        
8.28        35.55        -1.75        0.00        -100.00        
8.30        35.62        -1.75        0.00        -100.00        
8.32        35.68        -1.75        0.00        -100.00        
8.34        35.75        -1.75        0.00        -100.00        
8.36        35.82        -1.75        0.00        -100.00        
8.38        35.89        -1.75        0.00        -100.00        
8.40        35.96        -1.75        0.00        -100.00        
8.42        36.03        -1.75        0.00        -100.00        
8.44        36.10        -1.75        0.00        -100.00        
8.46        36.17        -1.75        0.00        -100.00        
8.48        36.24        -1.75        0.00        -100.00        
8.50        36.31        -1.75        0.00        -100.00        
8.52        36.38        -1.75        0.00        -100.00        
8.54        36.44        -1.75        0.00        -100.00        
8.56        36.51        -1.75        0.00        -100.00        
8.58        36.58        -1.75        0.00        -100.00        
8.60        36.65        -1.75        0.00        -100.00        
8.62        36.72        -1.75        0.00        -100.00        
8.64        36.78        -1.75        0.00        -100.00        
8.66        36.85        -1.75        0.00        -100.00        
8.68        36.92        -1.75        0.00        -100.00        
8.70        36.99        -1.75        0.00        -100.00        
8.72        37.05        -1.75        0.00        -100.00        
8.74        37.12        -1.75        0.00        -100.00        
8.76        37.19        -1.75        0.00        -100.00        
8.78        37.26        -1.75        0.00        -100.00        
8.80        37.32        -1.75        0.00        -100.00        
8.82        37.39        -1.75        0.00        -100.00        
8.84        37.46        -1.75        0.00        -100.00        
8.86        37.52        -1.75        0.00        -100.00        
8.88        37.59        -1.75        0.00        -100.00        
8.90        37.65        -1.75        0.00        -100.00        
8.92        37.72        -1.75        0.00        -100.00        
8.94        37.79        -1.75        0.00        -100.00        
8.96        37.85        -1.75        0.00        -100.00        
8.98        37.92        -1.75        0.00        -100.00        
9.00        37.98        -1.75        0.00        -100.00        
9.02        38.05        -1.75        0.00        -100.00        
9.04        38.11        -1.75        0.00        -100.00        
9.06        38.18        -1.75        0.00        -100.00        
9.08        38.25        -1.75        0.00        -100.00        
9.10        38.31        -1.75        0.00        -100.00        
9.12        38.38        -1.75        0.00        -100.00        
9.14        38.44        -1.75        0.00        -100.00        
9.16        38.50        -1.75        0.00        -100.00        
9.18        38.57        -1.75        0.00        -100.00        
9.20        38.63        -1.75        0.00        -100.00        
9.22        38.70        -1.75        0.00        -100.00        
9.24        38.76        -1.75        0.00        -100.00        
9.26        38.83        -1.75        0.00        -100.00        
9.28        38.89        -1.75        0.00        -100.00        
9.30        38.95        -1.75        0.00        -100.00        
9.32        39.02        -1.75        0.00        -100.00        
9.34        39.08        -1.75        0.00        -100.00        
9.36        39.15        -1.75        0.00        -100.00        
9.38        39.21        -1.75        0.00        -100.00        
9.40        39.27        -1.75        0.00        -100.00        
9.42        39.33        -1.75        0.00        -100.00        
9.44        39.40        -1.75        0.00        -100.00        
9.46        39.46        -1.75        0.00        -100.00        
9.48        39.52        -1.75        0.00        -100.00        
9.50        39.59        -1.75        0.00        -100.00        
9.52        39.65        -1.75        0.00        -100.00        
9.54        39.71        -1.75        0.00        -100.00        
9.56        39.77        -1.75        0.00        -100.00        
9.58        39.84        -1.75        0.00        -100.00        
9.60        39.90        -1.75        0.00        -100.00        
9.62        39.96        -1.75        0.00        -100.00        
9.64        40.02        -1.75        0.00        -100.00        
9.66        40.08        -1.75        0.00        -100.00        
9.68        40.15        -1.75        0.00        -100.00        
9.70        40.21        -1.75        0.00        -100.00        
9.72        40.27        -1.75        0.00        -100.00        
9.74        40.33        -1.75        0.00        -100.00        
9.76        40.39        -1.75        0.00        -100.00        
9.78        40.45        -1.75        0.00        -100.00        
9.80        40.51        -1.75        0.00        -100.00        
9.82        40.57        -1.75        0.00        -100.00        
9.84        40.64        -1.75        0.00        -100.00        
9.86        40.70        -1.75        0.00        -100.00        
9.88        40.76        -1.75        0.00        -100.00        
9.90        40.82        -1.75        0.00        -100.00        
9.92        40.88        -1.75        0.00        -100.00        
9.94        40.94        -1.75        0.00        -100.00        
9.96        41.00        -1.75        0.00        -100.00        
9.98        41.06        -1.75        0.00        -100.00        
10.00        41.12        -1.75        0.00        -100.00        
10.02        41.18        -1.75        0.00        -100.00        
10.04        41.24        -1.75        0.00        -100.00        
10.06        41.30        -1.75        0.00        -100.00        
10.08        41.36        -1.75        0.00        -100.00        
10.10        41.42        -1.75        0.00        -100.00        
10.12        41.47        -1.75        0.00        -100.00        
10.14        41.53        -1.75        0.00        -100.00        
10.16        41.59        -1.75        0.00        -100.00        
10.18        41.65        -1.75        0.00        -100.00        
10.20        41.71        -1.75        0.00        -100.00        
10.22        41.77        -1.75        0.00        -100.00        
10.24        41.83        -1.75        0.00        -100.00        
10.26        41.89        -1.75        0.00        -100.00        
10.28        41.94        -1.75        0.00        -100.00        
10.30        42.00        -1.75        0.00        -100.00        
10.32        42.06        -1.75        0.00        -100.00        
10.34        42.12        -1.75        0.00        -100.00        
10.36        42.18        -1.75        0.00        -100.00        
10.38        42.24        -1.75        0.00        -100.00        
10.40        42.29        -1.75        0.00        -100.00        
10.42        42.35        -1.75        0.00        -100.00        
10.44        42.41        -1.75        0.00        -100.00        
10.46        42.47        -1.75        0.00        -100.00        
10.48        42.52        -1.75        0.00        -100.00        
10.50        42.58        -1.75        0.00        -100.00        
10.52        42.64        -1.75        0.00        -100.00        
10.54        42.69        -1.75        0.00        -100.00        
10.56        42.75        -1.75        0.00        -100.00        
10.58        42.81        -1.75        0.00        -100.00        
10.60        42.87        -1.75        0.00        -100.00        
10.62        42.92        -1.75        0.00        -100.00        
10.64        42.98        -1.75        0.00        -100.00        
10.66        43.03        -1.75        0.00        -100.00        
10.68        43.09        -1.75        0.00        -100.00        
10.70        43.15        -1.75        0.00        -100.00        
10.72        43.20        -1.75        0.00        -100.00        
10.74        43.26        -1.75        0.00        -100.00        
10.76        43.32        -1.75        0.00        -100.00        
10.78        43.37        -1.75        0.00        -100.00        
10.80        43.43        -1.75        0.00        -100.00        
10.82        43.48        -1.75        0.00        -100.00        
10.84        43.54        -1.75        0.00        -100.00        
10.86        43.59        -1.75        0.00        -100.00        
10.88        43.65        -1.75        0.00        -100.00        
10.90        43.70        -1.75        0.00        -100.00        
10.92        43.76        -1.75        0.00        -100.00        
10.94        43.81        -1.75        0.00        -100.00        
10.96        43.87        -1.75        0.00        -100.00        
10.98        43.92        -1.75        0.00        -100.00        
11.00        43.98        -1.75        0.00        -100.00        
11.02        44.03        -1.75        0.00        -100.00        
11.04        44.09        -1.75        0.00        -100.00        
11.06        44.14        -1.75        0.00        -100.00        
11.08        44.20        -1.75        0.00        -100.00        
11.10        44.25        -1.75        0.00        -100.00        
11.12        44.30        -1.75        0.00        -100.00        
11.14        44.36        -1.75        0.00        -100.00        
11.16        44.41        -1.75        0.00        -100.00        
11.18        44.47        -1.75        0.00        -100.00        
11.20        44.52        -1.75        0.00        -100.00        
11.22        44.57        -1.75        0.00        -100.00        
11.24        44.63        -1.75        0.00        -100.00        
11.26        44.68        -1.75        0.00        -100.00        
11.28        44.73        -1.75        0.00        -100.00        
11.30        44.79        -1.75        0.00        -100.00        
11.32        44.84        -1.75        0.00        -100.00        
11.34        44.89        -1.75        0.00        -100.00        
11.36        44.95        -1.75        0.00        -100.00        
11.38        45.00        -1.75        0.00        -100.00        
11.40        45.05        -1.75        0.00        -100.00        
11.42        45.10        -1.75        0.00        -100.00        
11.44        45.16        -1.75        0.00        -100.00        
11.46        45.21        -1.75        0.00        -100.00        
11.48        45.26        -1.75        0.00        -100.00        
11.50        45.31        -1.75        0.00        -100.00        
11.52        45.37        -1.75        0.00        -100.00        
11.54        45.42        -1.75        0.00        -100.00        
11.56        45.47        -1.75        0.00        -100.00        
11.58        45.52        -1.75        0.00        -100.00        
11.60        45.57        -1.75        0.00        -100.00        
11.62        45.63        -1.75        0.00        -100.00        
11.64        45.68        -1.75        0.00        -100.00        
11.66        45.73        -1.75        0.00        -100.00        
11.68        45.78        -1.75        0.00        -100.00        
11.70        45.83        -1.75        0.00        -100.00        
11.72        45.88        -1.75        0.00        -100.00        
11.74        45.93        -1.75        0.00        -100.00        
11.76        45.99        -1.75        0.00        -100.00        
11.78        46.04        -1.75        0.00        -100.00        
11.80        46.09        -1.75        0.00        -100.00        
11.82        46.14        -1.75        0.00        -100.00        
11.84        46.19        -1.75        0.00        -100.00        
11.86        46.24        -1.75        0.00        -100.00        
11.88        46.29        -1.75        0.00        -100.00        
11.90        46.34        -1.75        0.00        -100.00        
11.92        46.39        -1.75        0.00        -100.00        
11.94        46.44        -1.75        0.00        -100.00        
11.96        46.49        -1.75        0.00        -100.00        
11.98        46.54        -1.75        0.00        -100.00        
12.00        46.59        -1.75        0.00        -100.00        
12.02        46.64        -1.75        0.00        -100.00        
12.04        46.69        -1.75        0.00        -100.00        
12.06        46.74        -1.75        0.00        -100.00        
12.08        46.79        -1.75        0.00        -100.00        
12.10        46.84        -1.75        0.00        -100.00        
12.12        46.89        -1.75        0.00        -100.00        
12.14        46.94        -1.75        0.00        -100.00        
12.16        46.99        -1.75        0.00        -100.00        
12.18        47.04        -1.75        0.00        -100.00        
12.20        47.09        -1.75        0.00        -100.00        
12.22        47.13        -1.75        0.00        -100.00        
12.24        47.18        -1.75        0.00        -100.00        
12.26        47.23        -1.75        0.00        -100.00        
12.28        47.28        -1.75        0.00        -100.00        
12.30        47.33        -1.75        0.00        -100.00        
12.32        47.38        -1.75        0.00        -100.00        
12.34        47.43        -1.75        0.00        -100.00        
12.36        47.47        -1.75        0.00        -100.00        
12.38        47.52        -1.75        0.00        -100.00        
12.40        47.57        -1.75        0.00        -100.00        
